Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild,pval_severe_vs_healthy,adj_pval_severe_vs_healthy,ratio_severe_vs_healthy,FC_severe_vs_healthy
PLXDC2,0.704774,0.968377,0.93302,-1.07179,0.264146,0.760082,1.28425,1.28425
PLXNB2,0.468783,0.94373,1.21212,1.21212,0.514776,0.894728,1.19212,1.19212
PLXNC1,0.431085,0.94373,1.15759,1.15759,0.294723,0.785426,1.2354,1.2354
PLXND1,0.140813,0.935545,1.61828,1.61828,0.653821,0.930566,1.13195,1.13195
PM20D2,0.264878,0.935545,1.47519,1.47519,0.858106,0.97334,0.946911,-1.05607
PMAIP1,0.152612,0.935545,0.601668,-1.66205,0.354884,0.823179,0.697276,-1.43415
PMF1,0.304362,0.935545,1.22564,1.22564,0.984368,0.996969,0.996354,-1.00366
PML,0.884162,0.992315,0.94077,-1.06296,0.664655,0.93223,1.24308,1.24308
PMM1,0.599026,0.954694,0.891448,-1.12177,0.463105,0.876276,0.848366,-1.17874
PMPCA,0.463928,0.94373,1.20415,1.20415,0.235502,0.737156,0.76317,-1.31032
PMPCB,0.706297,0.968377,0.931804,-1.07319,0.472556,0.87992,0.863656,-1.15787
PMS2,0.466073,0.94373,1.3038,1.3038,0.937778,0.986596,1.02769,1.02769
PMS2CL,0.500073,0.944434,0.813368,-1.22946,0.630231,0.927231,0.854917,-1.1697
PMS2P1,0.846543,0.984502,0.956616,-1.04535,0.160894,0.655977,0.707581,-1.41327
PMS2P3,0.538679,0.949347,0.792676,-1.26155,0.253308,0.750506,0.649554,-1.53952
PMS2P7,0.708884,0.968377,1.1463,1.1463,0.0231619,0.37295,0.507429,-1.97072
PMVK,0.349132,0.93951,1.27857,1.27857,0.469397,0.879112,1.22119,1.22119
PNISR,0.424755,0.94373,0.8533,-1.17192,0.0337543,0.41117,0.649455,-1.53975
PNKD,0.13654,0.935545,1.36762,1.36762,0.0822316,0.536808,1.50347,1.50347
PNKP,0.897041,0.992315,0.969168,-1.03181,0.958706,0.990776,0.984796,-1.01544
PNMA1,0.780511,0.979908,0.930365,-1.07485,0.316043,0.800947,1.43223,1.43223
PNN,0.561862,0.951031,0.885169,-1.12973,0.0205433,0.350426,0.608388,-1.64369
PNO1,0.419172,0.943474,1.31686,1.31686,0.869103,0.974286,1.05492,1.05492
PNOC,0.329762,0.935545,1.36772,1.36772,0.863615,0.974094,0.948328,-1.05449
PNP,0.913851,0.992315,0.973735,-1.02697,0.514669,0.894728,0.850852,-1.17529
PNPLA2,0.53917,0.949347,0.884295,-1.13084,0.707547,0.944748,0.920066,-1.08688
PNPLA6,0.357607,0.93951,1.22945,1.22945,0.84453,0.96996,0.960871,-1.04072
PNPLA8,0.211538,0.935545,0.673713,-1.48431,0.0617335,0.489727,0.548106,-1.82447
PNPO,0.665529,0.966557,1.12722,1.12722,0.630448,0.927231,1.15736,1.15736
PNRC1,0.0606056,0.935545,0.652557,-1.53243,0.423648,0.864829,0.808723,-1.23652
PNRC2,0.279741,0.935545,0.767275,-1.30331,0.101867,0.566992,0.644583,-1.55139
POC1B,0.0803355,0.935545,0.621686,-1.60853,0.046945,0.452591,0.585206,-1.7088
POC5,0.0811168,0.935545,0.533121,-1.87575,0.0237186,0.374006,0.442494,-2.25992
POFUT1,0.598811,0.954694,0.894285,-1.11821,0.816707,0.969265,0.93895,-1.06502
POFUT2,0.195333,0.935545,0.59459,-1.68183,0.191156,0.689782,0.571877,-1.74863
POGK,0.274769,0.935545,1.19383,1.19383,0.584649,0.914465,0.919757,-1.08724
POGLUT1,0.608676,0.956827,0.877392,-1.13974,0.069609,0.505802,0.65011,-1.5382
POGZ,0.976105,0.99815,0.994636,-1.00539,0.100661,0.566992,0.739384,-1.35248
POLA1,0.838364,0.984474,1.07722,1.07722,0.830793,0.96996,1.08551,1.08551
POLA2,0.117317,0.935545,1.45851,1.45851,0.856822,0.97334,1.03977,1.03977
POLB,0.0326576,0.935545,0.489881,-2.04131,0.281155,0.774685,0.660065,-1.515
POLD2,0.197393,0.935545,1.47435,1.47435,0.683127,0.937649,1.12508,1.12508
POLD3,0.231281,0.935545,1.29586,1.29586,0.725284,0.950578,1.07727,1.07727
POLD4,0.0459878,0.935545,0.686437,-1.4568,0.000921661,0.175413,0.530229,-1.88598
POLDIP2,0.320891,0.935545,1.31248,1.31248,0.339659,0.816337,1.31158,1.31158
POLDIP3,0.246586,0.935545,1.26187,1.26187,0.604931,0.921453,1.10452,1.10452
POLE,0.427492,0.94373,1.24119,1.24119,0.640663,0.929455,0.87962,-1.13686
POLE3,0.696586,0.967761,1.08994,1.08994,0.892573,0.978564,0.968663,-1.03235
POLE4,0.46324,0.94373,0.41058,-2.43558,0.927623,0.984451,1.21512,1.21512
POLG,0.500228,0.944434,1.18803,1.18803,0.361735,0.82809,0.799653,-1.25054
POLG2,0.655681,0.96435,0.904067,-1.10611,0.112745,0.588023,0.699071,-1.43047
POLH,0.234062,0.935545,1.43706,1.43706,0.463429,0.87648,1.24164,1.24164
POLI,0.022201,0.935545,0.537955,-1.85889,0.13437,0.619451,0.590348,-1.69392
POLK,0.514067,0.945857,0.856935,-1.16695,0.128779,0.615512,0.678565,-1.4737
POLL,0.144324,0.935545,0.575804,-1.7367,0.138085,0.623939,0.561162,-1.78202
POLM,0.041445,0.935545,0.687819,-1.45387,0.0483174,0.454976,0.664915,-1.50395
POLR1A,0.032832,0.935545,1.98914,1.98914,0.183603,0.683174,1.46405,1.46405
POLR1C,0.893284,0.992315,0.971035,-1.02983,0.0391142,0.427105,0.639109,-1.56468
POLR1D,0.45823,0.94373,0.89181,-1.12131,0.0452227,0.448322,0.729119,-1.37152
POLR1F,0.946591,0.99512,0.979124,-1.02132,0.65851,0.931372,0.851857,-1.17391
POLR1H,0.525392,0.946813,0.87282,-1.14571,0.256049,0.754233,0.768638,-1.301
POLR2A,0.34432,0.93951,1.18012,1.18012,0.76015,0.957504,1.0564,1.0564
POLR2B,0.494698,0.944332,0.864677,-1.1565,0.217394,0.715705,0.743835,-1.34438
POLR2C,0.420665,0.94373,1.16465,1.16465,0.7962,0.968105,0.955285,-1.04681
POLR2D,0.0404272,0.935545,1.82029,1.82029,0.183968,0.68402,1.43916,1.43916
POLR2E,0.215984,0.935545,1.24644,1.24644,0.731019,0.95135,1.05965,1.05965
POLR2F,0.239562,0.935545,0.718805,-1.3912,0.392299,0.849748,0.773132,-1.29344
POLR2G,0.535595,0.948516,1.1071,1.1071,0.313689,0.799261,0.842111,-1.18749
POLR2H,0.815564,0.982105,0.879103,-1.13752,0.818763,0.969353,0.876206,-1.14128
POLR2I,0.950044,0.995305,0.972321,-1.02847,0.202032,0.702537,0.613694,-1.62948
POLR2J,0.510781,0.945857,0.804048,-1.24371,0.68156,0.936956,0.867985,-1.15209
POLR2J2,0.681849,0.966741,0.89011,-1.12346,0.068687,0.503487,0.617269,-1.62004
POLR2J3,0.696715,0.967761,0.886662,-1.12782,0.0848214,0.543389,0.610341,-1.63843
POLR2J3,0.984758,0.999452,0.995582,-1.00444,0.106444,0.573764,0.710955,-1.40656
POLR2J4,0.344681,0.93951,1.18272,1.18272,0.389958,0.847547,0.848228,-1.17893
POLR2K,0.26783,0.935545,0.156406,-6.39362,0.859822,0.973995,0.541353,-1.84722
POLR2L,0.709066,0.968377,1.12924,1.12924,0.718524,0.948475,1.13113,1.13113
POLR2M,0.656341,0.96435,0.858354,-1.16502,0.917233,0.983973,0.961275,-1.04028
POLR3A,0.848871,0.984502,1.04548,1.04548,0.898223,0.979352,1.03322,1.03322
POLR3B,0.79291,0.980456,0.92348,-1.08286,0.926509,0.984392,0.966698,-1.03445
POLR3C,0.863752,0.988954,1.03336,1.03336,0.321138,0.805192,0.796793,-1.25503
POLR3D,0.261862,0.935545,1.53545,1.53545,0.420527,0.863701,1.36374,1.36374
POLR3E,0.325292,0.935545,0.788747,-1.26783,0.2958,0.785426,0.769018,-1.30036
POLR3F,0.908987,0.992315,0.96861,-1.03241,0.485195,0.882999,0.81448,-1.22778
POLR3GL,0.249482,0.935545,0.809107,-1.23593,0.568252,0.912583,0.880014,-1.13635
POLR3K,0.419579,0.943675,1.25622,1.25622,0.230543,0.730284,0.73758,-1.35579
POLRMT,0.32918,0.935545,1.5127,1.5127,0.534593,0.899669,1.32276,1.32276
POM121,0.719829,0.970579,0.922895,-1.08355,0.924339,0.98437,1.02295,1.02295
POM121C,0.875513,0.992315,1.03276,1.03276,0.87583,0.9758,0.967175,-1.03394
POMC,0.480111,0.94373,0.633205,-1.57927,0.571903,0.913362,0.679089,-1.47256
POMGNT1,0.76178,0.975957,1.10372,1.10372,0.634459,0.928397,0.861537,-1.16072
POMGNT2,0.217251,0.935545,1.67425,1.67425,0.629195,0.927231,1.20956,1.20956
POMP,0.297648,0.935545,0.29569,-3.38192,0.922745,0.98437,0.82027,-1.21911
POMT1,0.520959,0.946365,0.83454,-1.19827,0.270163,0.764442,0.731884,-1.36634
POMZP3,0.176148,0.935545,1.4719,1.4719,0.71872,0.948475,1.10204,1.10204
PON2,0.171093,0.935545,0.637281,-1.56917,0.0282201,0.39445,0.481316,-2.07764
POP1,0.585252,0.951784,0.804329,-1.24327,0.871839,0.975378,0.929155,-1.07625
POP4,0.747124,0.973069,1.07732,1.07732,0.874263,0.9758,0.964161,-1.03717
POP5,0.990378,0.999452,1.00314,1.00314,0.268638,0.762829,0.746513,-1.33956
POP7,0.0896889,0.935545,1.4219,1.4219,0.50809,0.89145,1.13445,1.13445
POR,0.220493,0.935545,1.28376,1.28376,0.208644,0.70675,1.3046,1.3046
PORCN,0.509602,0.945857,0.83205,-1.20185,0.692886,0.939327,0.890389,-1.12311
POT1,0.0342732,0.935545,0.337291,-2.9648,0.00601801,0.252855,0.271573,-3.68225
POTEE,0.574752,0.951046,1.12413,1.12413,0.759638,0.957484,1.06554,1.06554
POTEI,0.172245,0.935545,1.25665,1.25665,0.0471166,0.452591,1.5196,1.5196
POTEJ,0.575339,0.951046,1.11796,1.11796,0.6341,0.928388,1.10088,1.10088
POU2AF1,0.0474266,0.935545,3.20643,3.20643,0.0429184,0.441203,3.36268,3.36268
POU2F1,0.4123,0.941435,1.18447,1.18447,0.310402,0.796761,1.26257,1.26257
POU2F2,0.0696536,0.935545,1.50324,1.50324,0.543569,0.902314,1.13696,1.13696
PPA1,0.410666,0.941435,1.2397,1.2397,0.452803,0.873537,1.23142,1.23142
PPA2,0.115798,0.935545,0.447726,-2.23351,0.306374,0.794638,0.55288,-1.80871
PPARA,0.645896,0.961417,1.13424,1.13424,0.555551,0.909888,1.20291,1.20291
PPARD,0.910327,0.992315,1.0361,1.0361,0.788252,0.965178,0.921557,-1.08512
PPBP,0.63663,0.959345,0.637336,-1.56903,0.528364,0.898455,0.563805,-1.77366
PPCDC,0.149234,0.935545,0.679964,-1.47067,0.635584,0.928554,0.867277,-1.15303
PPCS,0.458939,0.94373,0.891798,-1.12133,0.0918972,0.556328,0.761634,-1.31297
PPDPF,0.797237,0.980639,0.840031,-1.19043,0.721061,0.949224,0.783176,-1.27685
PPFIA1,0.210327,0.935545,1.20604,1.20604,0.336398,0.814804,1.17119,1.17119
PPFIBP2,0.691911,0.967761,1.08916,1.08916,0.411728,0.8602,0.825207,-1.21182
PPHLN1,0.578494,0.951046,1.10102,1.10102,0.748802,0.955464,0.941456,-1.06218
PPIA,0.288488,0.935545,0.479876,-2.08387,0.583926,0.914465,0.640824,-1.56049
PPIAP22,0.333898,0.936768,0.425856,-2.34821,0.598666,0.920507,0.57736,-1.73202
PPIAP29,0.898659,0.992315,0.957491,-1.0444,0.446913,0.872649,1.39457,1.39457
PPIB,0.0292709,0.935545,2.10252,2.10252,0.0366295,0.419483,2.02151,2.02151
PPID,0.903071,0.992315,0.970445,-1.03046,0.94769,0.989738,1.01767,1.01767
PPIE,0.641881,0.95942,0.900896,-1.11001,0.14652,0.633738,0.721951,-1.38514
PPIEL,0.201733,0.935545,0.624912,-1.60023,0.0263823,0.390777,0.389132,-2.56982
PPIF,0.519078,0.946365,0.875705,-1.14194,0.349459,0.82186,1.26208,1.26208
PPIG,0.810178,0.982105,0.942341,-1.06119,0.422337,0.864074,0.816499,-1.22474
PPIH,0.144742,0.935545,0.470149,-2.12698,0.25975,0.757402,0.532394,-1.87831
PPIL1,0.689195,0.967472,1.17253,1.17253,0.876522,0.9758,0.94319,-1.06023
PPIL2,0.459283,0.94373,1.21419,1.21419,0.585572,0.9147,0.88367,-1.13164
PPIL3,0.134644,0.935545,0.515259,-1.94077,0.141382,0.626398,0.511563,-1.95479
PPIL4,0.18125,0.935545,0.70187,-1.42477,0.455063,0.873537,0.796774,-1.25506
PPIP5K1,0.721794,0.971937,1.15873,1.15873,0.10905,0.580397,0.581322,-1.72022
PPIP5K2,0.0588967,0.935545,0.562642,-1.77733,0.0657919,0.49794,0.551198,-1.81423
PPL,0.273565,0.935545,1.35037,1.35037,0.913968,0.983924,1.02722,1.02722
PPM1A,0.994721,0.999452,0.99852,-1.00148,0.315152,0.799903,0.803751,-1.24417
PPM1B,0.585043,0.951784,1.16522,1.16522,0.647685,0.929455,1.1438,1.1438
PPM1D,0.419843,0.94373,0.857384,-1.16634,0.632745,0.928032,0.903859,-1.10637
PPM1F,0.289479,0.935545,0.826837,-1.20943,0.000613885,0.147048,0.566695,-1.76462
PPM1F-AS1,0.263785,0.935545,1.3956,1.3956,0.0221759,0.365209,0.608664,-1.64294
PPM1G,0.472033,0.94373,1.18785,1.18785,0.614544,0.924216,1.13322,1.13322
PPM1K,0.693871,0.967761,1.13957,1.13957,0.353865,0.822681,1.43176,1.43176
PPM1L,0.182883,0.935545,1.40096,1.40096,0.618093,0.926675,1.14449,1.14449
PPM1M,0.887666,0.992315,0.971572,-1.02926,0.798936,0.968346,0.945012,-1.05819
PPME1,0.88956,0.992315,1.03567,1.03567,0.371152,0.837769,0.807753,-1.238
PPOX,0.382342,0.93951,0.818865,-1.2212,0.00601769,0.252855,0.534358,-1.87141
PPP1CA,0.442306,0.94373,1.14539,1.14539,0.69648,0.94131,1.07381,1.07381
PPP1CB,0.770263,0.97681,0.897117,-1.11468,0.951205,0.990157,1.02556,1.02556
PPP1CC,0.491738,0.94373,1.13233,1.13233,0.801086,0.968379,1.0545,1.0545
PPP1R10,0.245766,0.935545,1.19632,1.19632,0.218907,0.716189,1.23029,1.23029
PPP1R11,0.914188,0.992315,1.01838,1.01838,0.556939,0.91064,1.11545,1.11545
PPP1R12A,0.600679,0.955153,1.09398,1.09398,0.740199,0.953925,1.06371,1.06371
PPP1R12B,0.192239,0.935545,1.40754,1.40754,0.818324,0.969353,0.948635,-1.05415
PPP1R12C,0.354935,0.93951,1.40347,1.40347,0.858829,0.97334,0.934774,-1.06978
PPP1R15A,0.935497,0.993928,0.984884,-1.01535,0.210806,0.708797,0.79884,-1.25182
PPP1R15B,0.837328,0.984474,0.96267,-1.03878,0.341103,0.816713,1.22849,1.22849
PPP1R16B,0.549074,0.94965,0.827779,-1.20805,0.163804,0.659498,0.646338,-1.54718
PPP1R18,0.742348,0.972199,0.954767,-1.04738,0.334763,0.814804,1.17098,1.17098
PPP1R2,0.0398046,0.935545,0.640649,-1.56092,0.0299738,0.404484,0.587301,-1.7027
PPP1R21,0.404338,0.941435,0.858468,-1.16487,0.466,0.877201,0.863139,-1.15856
PPP1R2B,0.163051,0.935545,0.704762,-1.41892,0.485392,0.883036,0.813187,-1.22973
PPP1R2P1,0.274335,0.935545,1.44128,1.44128,0.120211,0.601536,1.80866,1.80866
PPP1R35,0.502526,0.944434,0.735338,-1.35992,0.0384293,0.425211,0.443537,-2.2546
PPP1R3B,0.917514,0.992315,0.9778,-1.0227,0.312639,0.799139,1.2939,1.2939
PPP1R3E,0.456613,0.94373,0.853832,-1.17119,0.0590989,0.48848,0.659895,-1.51539
PPP1R7,0.321701,0.935545,1.1823,1.1823,0.264358,0.760082,1.23318,1.23318
PPP1R8,0.456651,0.94373,1.22854,1.22854,0.524484,0.897572,0.847908,-1.17937
PPP1R9B,0.648838,0.963204,0.900148,-1.11093,0.6881,0.938985,1.11331,1.11331
PPP2CA,0.601189,0.955661,1.10622,1.10622,0.298816,0.788418,1.29865,1.29865
PPP2CB,0.984046,0.999452,1.00678,1.00678,0.46601,0.877201,0.790838,-1.26448
PPP2R1A,0.306956,0.935545,1.27783,1.27783,0.498471,0.887069,1.17697,1.17697
PPP2R1B,0.94352,0.995045,0.979369,-1.02107,0.802019,0.968379,0.928437,-1.07708
PPP2R2A,0.756053,0.974334,0.954641,-1.04751,0.640122,0.929455,0.913525,-1.09466
PPP2R2D,0.510111,0.945857,1.12563,1.12563,0.626793,0.92708,1.09788,1.09788
PPP2R3C,0.207626,0.935545,0.572918,-1.74545,0.323404,0.806521,0.630383,-1.58634
PPP2R5A,0.713562,0.969505,1.12142,1.12142,0.692607,0.939327,1.14238,1.14238
PPP2R5B,0.878142,0.992315,0.955181,-1.04692,0.853722,0.973229,1.06572,1.06572
PPP2R5C,0.170679,0.935545,0.799877,-1.25019,0.152729,0.640669,0.7645,-1.30804
PPP2R5D,0.795651,0.980479,1.07061,1.07061,0.517445,0.895661,1.21141,1.21141
PPP2R5E,0.258306,0.935545,1.36736,1.36736,0.653667,0.930566,1.13077,1.13077
PPP3CA,0.194366,0.935545,1.31922,1.31922,0.978242,0.996969,0.994192,-1.00584
PPP3CB,0.138714,0.935545,1.41153,1.41153,0.619655,0.926675,1.12262,1.12262
PPP3CB-AS1,0.266528,0.935545,1.35227,1.35227,0.692838,0.939327,1.11869,1.11869
PPP3CC,0.348843,0.93951,1.39275,1.39275,0.543512,0.902314,1.25323,1.25323
PPP3R1,0.0868289,0.935545,0.625114,-1.59971,0.0239324,0.375016,0.545238,-1.83406
PPP4C,0.145906,0.935545,1.37965,1.37965,0.0506012,0.462019,1.702,1.702
PPP4R1,0.841325,0.984474,0.959502,-1.04221,0.600977,0.920514,0.89668,-1.11523
PPP4R1L,0.486514,0.94373,0.816746,-1.22437,0.642771,0.929455,1.18276,1.18276
PPP4R2,0.865976,0.990069,0.933856,-1.07083,0.717745,0.947925,1.18377,1.18377
PPP4R3A,0.652819,0.963217,1.08302,1.08302,0.463974,0.877057,0.868851,-1.15095
PPP4R3B,0.991767,0.999452,1.00236,1.00236,0.981222,0.996969,1.0058,1.0058
PPP5C,0.52034,0.946365,1.20068,1.20068,0.907969,0.982227,0.966992,-1.03413
PPP6C,0.964502,0.996707,0.994318,-1.00571,0.871934,0.975378,1.02748,1.02748
PPP6R1,0.212056,0.935545,1.24795,1.24795,0.898291,0.979352,0.979954,-1.02046
PPP6R2,0.82026,0.982105,0.955243,-1.04685,0.573383,0.913362,0.888842,-1.12506
PPP6R3,0.82629,0.982154,1.0394,1.0394,0.625652,0.92708,0.914711,-1.09324
PPRC1,0.343705,0.93951,1.35491,1.35491,0.975974,0.996079,0.990893,-1.00919
PPT1,0.884722,0.992315,0.974973,-1.02567,0.390957,0.848509,1.19265,1.19265
PPT2,0.838042,0.984474,1.04911,1.04911,0.790537,0.966209,1.08711,1.08711
PPTC7,0.0725442,0.935545,1.27263,1.27263,0.212989,0.712074,0.831024,-1.20333
PPWD1,0.230282,0.935545,0.690334,-1.44857,0.0616777,0.489727,0.570589,-1.75257
PQBP1,0.25175,0.935545,1.20249,1.20249,0.742321,0.954031,1.05388,1.05388
PRAF2,0.878603,0.992315,0.968917,-1.03208,0.689414,0.93907,1.0956,1.0956
PRAL,0.626302,0.957931,1.37675,1.37675,0.827518,0.96996,1.15421,1.15421
PRAM1,0.763422,0.97614,1.06523,1.06523,0.328203,0.810232,1.26778,1.26778
PRANCR,0.00691806,0.935545,0.512223,-1.95227,0.00546323,0.245306,0.42477,-2.35421
PRCC,0.499873,0.944434,1.11959,1.11959,0.57344,0.913362,1.10047,1.10047
PRCP,0.816995,0.982105,1.04621,1.04621,0.372027,0.838296,1.21646,1.21646
PRDM1,0.683111,0.966741,1.10479,1.10479,0.842378,0.96996,1.05067,1.05067
PRDM10,0.516109,0.946365,0.813779,-1.22883,0.624373,0.926887,0.836077,-1.19606
PRDM15,0.113683,0.935545,0.587173,-1.70308,0.302665,0.792517,0.660163,-1.51478
PRDM2,0.904156,0.992315,1.01982,1.01982,0.0794283,0.530392,0.74487,-1.34252
PRDM4,0.56434,0.951031,1.16487,1.16487,0.899356,0.979678,1.03417,1.03417
PRDM5,0.952696,0.995305,0.978283,-1.0222,0.136709,0.62113,0.574818,-1.73968
PRDM8,0.839514,0.984474,0.928324,-1.07721,0.882716,0.977811,0.941353,-1.0623
PRDX1,0.838226,0.984474,1.06303,1.06303,0.775829,0.961333,1.09299,1.09299
PRDX2,0.0401692,0.935545,1.47761,1.47761,0.75819,0.957076,1.05379,1.05379
PRDX3,0.888112,0.992315,0.963175,-1.03823,0.375577,0.840053,0.773729,-1.29244
PRDX4,0.449098,0.94373,1.40505,1.40505,0.22235,0.719816,1.88801,1.88801
PRDX5,0.801327,0.98149,0.89918,-1.11212,0.935565,0.985982,0.965153,-1.0361
PRDX6,0.403985,0.941435,0.74631,-1.33993,0.95759,0.990776,0.978409,-1.02207
PRDX6-AS1,0.793375,0.980456,0.939912,-1.06393,0.470093,0.87929,0.845157,-1.18321
PREB,0.224244,0.935545,1.49479,1.49479,0.162316,0.656787,1.71466,1.71466
PRELID1,0.361225,0.93951,0.775041,-1.29025,0.819338,0.969353,0.927633,-1.07801
PRELID1P1,0.307333,0.935545,0.719528,-1.3898,0.798931,0.968346,1.11246,1.11246
PRELID1P6,0.131069,0.935545,0.631539,-1.58343,0.685793,0.938735,1.19571,1.19571
PRELID3B,0.511689,0.945857,0.892763,-1.12012,0.832031,0.96996,0.957983,-1.04386
PREP,0.37355,0.93951,1.26341,1.26341,0.316037,0.800947,1.38644,1.38644
PREPL,0.850681,0.984502,0.950631,-1.05193,0.0575227,0.487215,0.60013,-1.6663
PREX1,0.766465,0.97614,0.948144,-1.05469,0.859894,0.973995,1.03381,1.03381
PRF1,0.749534,0.973642,1.14297,1.14297,0.767615,0.959108,1.13569,1.13569
PRH1,0.748399,0.973642,1.11911,1.11911,0.37623,0.840053,0.751583,-1.33052
PRICKLE1,0.289782,0.935545,1.41973,1.41973,0.410055,0.85933,1.35073,1.35073
PRIM1,0.190785,0.935545,0.567996,-1.76058,0.278073,0.770627,0.604298,-1.65481
PRIM2,0.817978,0.982105,1.07696,1.07696,0.885621,0.97796,1.05299,1.05299
PRIMPOL,0.0623599,0.935545,0.441738,-2.26379,0.305905,0.794275,0.58688,-1.70392
PRKAA1,0.787387,0.979908,1.0715,1.0715,0.892109,0.978564,0.964831,-1.03645
PRKAB1,0.770993,0.976962,0.946452,-1.05658,0.961163,0.991636,0.989494,-1.01062
PRKAB2,0.737349,0.972199,1.07302,1.07302,0.333501,0.814749,0.796213,-1.25595
PRKACA,0.0206805,0.935545,1.42252,1.42252,0.902461,0.980108,0.983538,-1.01674
PRKACB,0.244534,0.935545,0.489817,-2.04158,0.121792,0.603558,0.406459,-2.46027
PRKAG1,0.599485,0.954923,1.08682,1.08682,0.176857,0.677455,1.31242,1.31242
PRKAG2,0.458699,0.94373,0.848274,-1.17886,0.802171,0.968379,1.0653,1.0653
PRKAG2-AS1,0.654876,0.964305,1.12371,1.12371,0.565222,0.911813,1.19926,1.19926
PRKAR1A,0.617461,0.957212,0.926696,-1.0791,0.839452,0.96996,1.03762,1.03762
PRKAR1B,0.0901672,0.935545,1.67007,1.67007,0.0784919,0.527122,1.81556,1.81556
PRKAR2A,0.447072,0.94373,1.16759,1.16759,0.888144,0.978081,1.03076,1.03076
PRKAR2B,0.215519,0.935545,1.49639,1.49639,0.0608979,0.489727,2.07752,2.07752
PRKCA,0.965245,0.996707,0.992024,-1.00804,0.605607,0.921481,0.873523,-1.14479
PRKCB,0.0852531,0.935545,1.26089,1.26089,0.0963963,0.565487,1.26724,1.26724
PRKCD,0.0343482,0.935545,1.35805,1.35805,0.00432711,0.23564,1.60914,1.60914
PRKCE,0.912259,0.992315,0.96854,-1.03248,0.875135,0.9758,0.950525,-1.05205
PRKCH,0.409939,0.941435,0.818271,-1.22209,0.181767,0.681671,0.696439,-1.43587
PRKCI,0.580267,0.951046,0.820177,-1.21925,0.878957,0.976215,0.940252,-1.06355
PRKCQ,0.723681,0.972199,1.11131,1.11131,0.946072,0.989446,0.979076,-1.02137
PRKCQ-AS1,0.0559941,0.935545,0.573276,-1.74436,0.0194785,0.345495,0.494933,-2.02047
PRKCSH,0.195926,0.935545,1.27766,1.27766,0.543693,0.902314,1.13451,1.13451
PRKCZ,0.141289,0.935545,0.728648,-1.3724,0.441992,0.871749,1.26064,1.26064
PRKD2,0.98271,0.999452,0.996038,-1.00398,0.989316,0.998218,1.00264,1.00264
PRKD3,0.447909,0.94373,0.788212,-1.26869,0.167787,0.665136,0.646738,-1.54622
PRKDC,0.182237,0.935545,1.29689,1.29689,0.860687,0.974036,1.03431,1.03431
PRKRA,0.398464,0.941217,1.18184,1.18184,0.129714,0.615512,0.74977,-1.33374
PRKRIP1,0.517708,0.946365,1.10274,1.10274,0.680706,0.936895,1.07159,1.07159
PRKX,0.51005,0.945857,1.23711,1.23711,0.904619,0.980828,1.0411,1.0411
PRKY,0.679643,0.966741,0.790429,-1.26514,0.249444,0.747091,0.527345,-1.89629
PRMT1,0.108146,0.935545,1.5859,1.5859,0.247248,0.745516,1.38792,1.38792
PRMT2,0.379004,0.93951,0.854535,-1.17023,0.186271,0.687255,0.773325,-1.29312
PRMT3,0.340437,0.93951,0.815054,-1.22691,0.233895,0.735039,0.71767,-1.3934
PRMT5,0.123307,0.935545,1.38723,1.38723,0.0210499,0.353053,1.76363,1.76363
PRMT7,0.264258,0.935545,1.43005,1.43005,0.737459,0.952746,1.10512,1.10512
PRMT9,0.101028,0.935545,0.557474,-1.79381,0.0714711,0.513004,0.496579,-2.01378
PRNP,0.352594,0.93951,0.791772,-1.26299,0.65977,0.931372,0.884182,-1.13099
PROK2,0.407334,0.941435,1.2817,1.2817,0.180591,0.681671,1.605,1.605
PRORP,0.166568,0.935545,2.19104,2.19104,0.666458,0.932287,0.851232,-1.17477
PROS1,0.199715,0.935545,1.67298,1.67298,0.115095,0.594353,2.03838,2.03838
PROSER1,0.382888,0.93951,1.21714,1.21714,0.560789,0.911745,1.15011,1.15011
PRPF18,0.257008,0.935545,0.693038,-1.44292,0.127149,0.614403,0.615601,-1.62443
PRPF3,0.53311,0.947353,1.12943,1.12943,0.555852,0.910179,0.894819,-1.11755
PRPF31,0.223041,0.935545,1.36645,1.36645,0.565519,0.911813,1.15538,1.15538
PRPF38A,0.723996,0.972199,1.07865,1.07865,0.618193,0.926675,0.892536,-1.1204
PRPF38B,0.601671,0.955661,0.920401,-1.08648,0.436824,0.870091,0.863026,-1.15871
PRPF39,0.498184,0.944434,0.836985,-1.19476,0.258918,0.757402,0.720931,-1.3871
PRPF4,0.361576,0.93951,1.27121,1.27121,0.308964,0.795898,1.35902,1.35902
PRPF40A,0.679007,0.966741,0.923423,-1.08293,0.769052,0.959437,0.940721,-1.06301
PRPF4B,0.324361,0.935545,0.73309,-1.36409,0.259692,0.757402,0.688971,-1.45144
PRPF6,0.704653,0.968377,1.09637,1.09637,0.970809,0.994442,1.00922,1.00922
PRPF8,0.310807,0.935545,1.26612,1.26612,0.995154,0.998859,1.00135,1.00135
PRPS1,0.718969,0.970522,0.905226,-1.1047,0.652445,0.930488,0.878791,-1.13793
PRPS2,0.445774,0.94373,1.2079,1.2079,0.393208,0.850285,1.26611,1.26611
PRPSAP1,0.972413,0.997488,1.00805,1.00805,0.543295,0.902314,0.866031,-1.15469
