Probeset ID,pval_severe_vs_mild,adj_pval_severe_vs_mild,ratio_severe_vs_mild,FC_severe_vs_mild
AC005234.1,0.0502422,0.146048,1.54723,1.54723
AC005237.1,0.923316,0.953684,1.02552,1.02552
AC005244.2,0.168425,0.319921,0.831786,-1.20223
AC005253.1,0.00259578,0.0260531,0.334935,-2.98566
AC005253.2,0.180616,0.33492,0.814373,-1.22794
AC005256.1,0.21092,0.370228,0.885913,-1.12878
AC005261.1,0.0309984,0.107853,0.526234,-1.90029
AC005261.2,0.212767,0.37228,0.752889,-1.32822
AC005261.3,0.616557,0.742938,1.19017,1.19017
AC005262.2,0.0106502,0.0557173,0.46426,-2.15396
AC005264.1,0.529478,0.672391,1.4002,1.4002
AC005277.1,0.457842,0.612058,1.17781,1.17781
AC005277.2,0.666151,0.781562,0.882727,-1.13285
AC005280.1,0.000594585,0.011142,2.37277,2.37277
AC005280.2,4.18E-06,0.000696977,4.67944,4.67944
AC005280.3,0.000181454,0.00566794,5.32482,5.32482
AC005281.1,0.118304,0.254689,1.57241,1.57241
AC005288.1,0.00263118,0.0262739,0.397903,-2.51317
AC005291.1,0.0234295,0.0905725,0.627727,-1.59305
AC005291.2,0.0379756,0.122668,1.79561,1.79561
AC005293.1,0.0336705,0.11364,0.469875,-2.12823
AC005303.1,0.659434,0.776215,1.10004,1.10004
AC005304.1,0.039042,0.124841,0.66818,-1.4966
AC005304.2,0.258408,0.422269,0.815762,-1.22585
AC005304.3,0.0339521,0.114289,1.58163,1.58163
AC005306.1,0.00472448,0.0367083,2.02858,2.02858
AC005307.1,0.0257715,0.096191,0.0824609,-12.127
AC005323.1,0.986764,0.991742,0.99739,-1.00262
AC005323.2,0.112941,0.246637,0.769677,-1.29925
AC005324.1,0.761055,0.849525,0.951402,-1.05108
AC005324.3,0.388545,0.549198,1.26503,1.26503
AC005324.5,0.0612277,0.166408,2.15791,2.15791
AC005329.1,0.486017,0.635768,0.882218,-1.13351
AC005329.2,0.0103736,0.0547879,1.32285,1.32285
AC005329.3,0.0598032,0.163859,0.736259,-1.35822
AC005332.2,0.380992,0.541424,0.644363,-1.55192
AC005332.4,0.0429695,0.132267,0.468807,-2.13307
AC005332.7,0.98021,0.98815,0.985944,-1.01426
AC005339.1,0.019821,0.0817348,0.450798,-2.21829
AC005342.1,0.0838974,0.203827,1.8512,1.8512
AC005342.2,0.000844372,0.0135804,2.1479,2.1479
AC005343.1,0.57539,0.710739,1.22768,1.22768
AC005344.1,0.0051111,0.0368263,1.24227,1.24227
AC005355.1,0.80587,0.879723,0.933725,-1.07098
AC005358.1,0.301145,0.466189,1.18624,1.18624
AC005358.2,0.592346,0.724674,1.21192,1.21192
AC005363.2,0.00864719,0.0491194,2.04938,2.04938
AC005379.1,0.114483,0.24901,0.686507,-1.45665
AC005381.1,0.0190053,0.0796987,0.731465,-1.36712
AC005387.1,0.234969,0.397011,0.677632,-1.47573
AC005387.2,0.0738202,0.187432,1.52125,1.52125
AC005392.1,0.491529,0.640455,0.788413,-1.26837
AC005392.3,0.00566737,0.0383623,2.418,2.418
AC005393.1,0.0123461,0.0610617,2.05286,2.05286
AC005394.1,0.141223,0.285319,1.2643,1.2643
AC005394.2,0.189133,0.345085,1.35302,1.35302
AC005410.2,0.00784774,0.0463095,2.08009,2.08009
AC005414.1,0.131138,0.272135,0.707979,-1.41247
AC005476.2,0.387194,0.547875,0.825032,-1.21207
AC005477.1,0.600556,0.730988,0.883196,-1.13225
AC005479.1,0.118111,0.254462,0.675525,-1.48033
AC005479.2,0.87382,0.924234,0.968425,-1.0326
AC005480.1,0.107714,0.239091,1.26253,1.26253
AC005481.1,0.0606904,0.165423,1.76132,1.76132
AC005482.1,0.321624,0.485648,1.20651,1.20651
AC005486.1,0.493648,0.642227,0.879622,-1.13685
AC005487.1,0.388581,0.549213,1.26135,1.26135
AC005493.1,0.0395596,0.125823,1.77548,1.77548
AC005495.1,0.290389,0.455265,1.12174,1.12174
AC005498.1,0.940862,0.964974,0.987723,-1.01243
AC005498.2,0.847011,0.906661,0.957202,-1.04471
AC005498.3,0.942665,0.965828,0.983852,-1.01641
AC005518.1,0.30053,0.465528,0.726427,-1.3766
AC005520.2,0.0273491,0.0997149,0.634752,-1.57542
AC005520.3,0.938332,0.963481,0.983879,-1.01639
AC005520.5,0.00900119,0.0503079,2.53712,2.53712
AC005523.1,0.00728661,0.0442268,1.77751,1.77751
AC005523.2,0.767177,0.853659,0.964162,-1.03717
AC005524.1,0.455371,0.609955,1.11484,1.11484
AC005529.1,0.0948583,0.220364,1.32133,1.32133
AC005532.1,0.00731381,0.0443199,2.05366,2.05366
AC005534.1,0.88361,0.930243,1.04162,1.04162
AC005537.1,0.00407699,0.0337732,0.682005,-1.46626
AC005538.1,0.19624,0.353444,1.33791,1.33791
AC005540.1,0.698704,0.804984,1.15918,1.15918
AC005544.1,0.226287,0.387566,0.681544,-1.46726
AC005544.2,0.877132,0.926164,0.94651,-1.05651
AC005546.1,0.000963627,0.0146639,0.414682,-2.41148
AC005548.1,0.00671251,0.0422672,0.375516,-2.663
AC005549.3,0.00390537,0.0330083,0.530809,-1.88392
AC005550.1,0.233236,0.395292,1.23472,1.23472
AC005550.2,0.0133472,0.0640502,0.408848,-2.4459
AC005551.1,0.0673223,0.176989,0.633858,-1.57764
AC005552.1,0.0294119,0.104284,1.23859,1.23859
AC005580.1,0.311411,0.476226,0.851567,-1.17431
AC005586.1,0.000675923,0.0120038,0.233148,-4.28911
AC005586.2,1.43E-05,0.00136056,3.83862,3.83862
AC005592.1,0.10472,0.234734,1.64349,1.64349
AC005597.1,0.381464,0.541905,1.28691,1.28691
AC005606.1,0.275207,0.440092,0.759656,-1.31638
AC005606.2,0.0280261,0.101285,0.615387,-1.62499
AC005609.3,0.829344,0.895075,1.05202,1.05202
AC005609.4,0.00519758,0.0368263,1.24153,1.24153
AC005609.5,0.0135494,0.0646555,1.25202,1.25202
AC005614.1,0.0973772,0.223998,1.60911,1.60911
AC005616.1,0.0122906,0.0609082,0.544242,-1.83742
AC005618.1,0.147736,0.293902,2.12478,2.12478
AC005618.2,0.057612,0.159728,0.722246,-1.38457
AC005618.3,0.259597,0.423596,1.2439,1.2439
AC005625.1,0.786933,0.867609,1.08191,1.08191
AC005632.2,0.229182,0.390856,0.776176,-1.28837
AC005632.4,0.968469,0.981275,0.973718,-1.02699
AC005670.1,0.065654,0.174063,0.737797,-1.35539
AC005670.2,0.00325047,0.0297042,0.531541,-1.88132
AC005674.1,0.915831,0.948986,0.962734,-1.03871
AC005674.2,0.242422,0.405279,1.29298,1.29298
AC005692.1,0.3287,0.492599,1.24215,1.24215
AC005692.2,0.176456,0.329906,1.14225,1.14225
AC005692.3,0.85506,0.912085,0.958905,-1.04286
AC005695.1,0.0372467,0.121157,0.653669,-1.52983
AC005695.2,0.626241,0.750571,1.09755,1.09755
AC005695.3,0.653702,0.771804,1.13933,1.13933
AC005696.1,0.0160876,0.0717237,1.74036,1.74036
AC005696.2,0.600278,0.730808,1.14945,1.14945
AC005696.3,0.0340584,0.114442,0.605759,-1.65082
AC005696.4,0.810912,0.883067,1.04758,1.04758
AC005699.1,0.409591,0.568965,1.16041,1.16041
AC005703.1,0.123018,0.261249,1.15044,1.15044
AC005703.2,0.179619,0.333619,1.55041,1.55041
AC005703.3,0.00394861,0.0332069,3.70205,3.70205
AC005703.4,0.0848586,0.205162,1.62505,1.62505
AC005722.2,0.0622004,0.168111,1.63121,1.63121
AC005722.3,0.051579,0.14857,0.56726,-1.76286
AC005725.1,0.0301581,0.106016,1.20922,1.20922
AC005726.1,0.0290581,0.103474,2.12736,2.12736
AC005726.2,0.727844,0.826468,0.932349,-1.07256
AC005726.3,0.186329,0.341749,1.43434,1.43434
AC005726.4,0.00237687,0.0247023,0.457338,-2.18657
AC005726.5,0.254238,0.417997,0.68876,-1.45188
AC005730.2,0.140464,0.284431,0.49185,-2.03314
AC005730.3,0.032761,0.111774,2.01412,2.01412
AC005736.1,0.0925795,0.217187,0.62773,-1.59304
AC005736.2,0.0228977,0.0893043,1.88906,1.88906
AC005740.3,0.00980282,0.0528699,0.522178,-1.91506
AC005740.4,0.992359,0.995268,1.00327,1.00327
AC005746.1,0.534137,0.676083,0.883032,-1.13246
AC005746.2,0.0448701,0.135841,0.690079,-1.44911
AC005746.3,0.549368,0.688615,1.40629,1.40629
AC005753.1,0.0180589,0.0771072,2.86606,2.86606
AC005757.1,0.657356,0.774404,1.0884,1.0884
AC005759.1,0.402502,0.562609,0.831045,-1.2033
AC005772.1,0.0957481,0.221766,1.32816,1.32816
AC005774.1,0.793008,0.871679,1.0793,1.0793
AC005776.2,0.843156,0.904088,1.04558,1.04558
AC005779.1,0.0131333,0.0634468,2.18142,2.18142
AC005785.1,0.288905,0.453727,1.32214,1.32214
AC005786.2,0.938393,0.963499,0.981397,-1.01896
AC005786.3,5.58E-05,0.00292854,1.99914,1.99914
AC005789.1,0.0690073,0.179724,0.553533,-1.80658
AC005790.1,0.146955,0.292771,1.76624,1.76624
AC005808.1,0.880794,0.928325,1.03975,1.03975
AC005821.1,0.191927,0.348441,0.817253,-1.22361
AC005823.1,0.0039703,0.0333018,2.17796,2.17796
AC005823.2,0.0152556,0.0693992,1.81809,1.81809
AC005828.1,0.33894,0.502003,1.20467,1.20467
AC005828.2,0.0293015,0.104071,0.613515,-1.62995
AC005828.3,0.457396,0.611662,1.25284,1.25284
AC005828.4,0.0559455,0.156565,0.173551,-5.76199
AC005828.5,0.101674,0.230298,1.53503,1.53503
AC005832.1,0.0153261,0.0696025,0.501799,-1.99283
AC005833.2,0.0102096,0.054171,0.474862,-2.10587
AC005837.1,0.92121,0.952336,1.0124,1.0124
AC005837.3,0.0132779,0.0638797,1.90994,1.90994
AC005838.2,0.751807,0.84296,1.09757,1.09757
AC005840.2,0.616709,0.743061,1.20011,1.20011
AC005841.1,0.247816,0.411047,0.497212,-2.01122
AC005842.1,0.0826172,0.201778,0.697511,-1.43367
AC005845.1,0.04124,0.129022,1.66764,1.66764
AC005856.1,0.908241,0.944746,1.01106,1.01106
AC005863.1,0.201474,0.359081,1.24135,1.24135
AC005865.1,0.582645,0.716718,0.836846,-1.19496
AC005871.1,0.0110048,0.0568012,1.53343,1.53343
AC005871.2,0.000375793,0.00871422,0.115125,-8.68625
AC005884.1,0.478425,0.629068,0.82686,-1.20939
AC005899.1,0.0373729,0.121432,2.27927,2.27927
AC005899.4,0.874431,0.924662,0.946869,-1.05611
AC005899.5,0.0363165,0.119155,0.724601,-1.38007
AC005899.6,0.066196,0.174961,1.523,1.523
AC005899.7,0.165402,0.315838,1.5554,1.5554
AC005899.8,0.0548808,0.154638,0.541124,-1.84801
AC005901.1,5.22E-06,0.000795881,25.3543,25.3543
AC005906.2,0.676225,0.789501,0.970901,-1.02997
AC005906.3,0.770171,0.855567,0.941235,-1.06243
AC005908.2,0.621361,0.74684,0.883784,-1.1315
AC005909.1,0.528106,0.671218,1.24156,1.24156
AC005911.1,0.0152554,0.0693992,0.411487,-2.43021
AC005912.2,0.617417,0.743475,0.856309,-1.1678
AC005920.1,0.719591,0.820674,1.13692,1.13692
AC005920.2,0.827744,0.894043,1.04733,1.04733
AC005920.3,0.957035,0.974537,0.993484,-1.00656
AC005920.4,0.134479,0.276622,2.5463,2.5463
AC005921.2,0.0117429,0.0590424,2.11944,2.11944
AC005921.4,0.143703,0.288627,1.37445,1.37445
AC005944.1,0.502795,0.650016,0.713709,-1.40113
AC005954.1,0.918909,0.950867,0.976099,-1.02449
AC005962.1,0.999642,0.999712,0.999848,-1.00015
AC005972.3,0.0255974,0.0957423,0.668677,-1.49549
AC005993.1,0.069556,0.180615,2.34473,2.34473
AC005996.1,0.0385091,0.123702,0.787769,-1.26941
AC005999.1,0.976749,0.986188,1.00803,1.00803
AC005999.2,0.0116979,0.0588955,1.24884,1.24884
AC006001.2,0.0177424,0.0762781,0.495108,-2.01976
AC006003.1,0.822506,0.890872,1.09848,1.09848
AC006004.1,0.237727,0.400077,1.13146,1.13146
AC006007.1,0.0719955,0.184608,1.31594,1.31594
AC006012.1,0.318006,0.482396,1.2251,1.2251
AC006013.1,0.124018,0.262632,0.624738,-1.60067
AC006017.1,0.00400856,0.0334055,2.98523,2.98523
AC006019.1,0.00324291,0.0296532,0.54716,-1.82762
AC006019.3,0.946374,0.967903,0.981711,-1.01863
AC006026.3,0.0250538,0.0943146,0.636563,-1.57094
AC006027.1,2.39E-06,0.000508719,3.20987,3.20987
AC006033.2,0.130295,0.271074,0.497339,-2.0107
AC006037.1,0.854329,0.911594,1.06802,1.06802
AC006041.1,0.0186925,0.0788067,0.642061,-1.55748
AC006042.1,0.470572,0.622467,1.13331,1.13331
AC006042.2,0.216268,0.376393,1.24252,1.24252
AC006042.4,0.155,0.303278,1.29092,1.29092
AC006043.1,0.248602,0.411756,1.24236,1.24236
AC006055.1,0.014189,0.0664724,1.18611,1.18611
AC006058.1,0.0566862,0.15782,1.87729,1.87729
AC006058.2,0.597704,0.72896,0.935498,-1.06895
AC006058.3,0.0474115,0.140769,2.26136,2.26136
AC006059.1,0.0913335,0.215289,1.34823,1.34823
AC006059.3,0.0288515,0.103047,0.676892,-1.47734
AC006063.1,0.425842,0.583888,1.33217,1.33217
AC006063.2,0.000195172,0.00594319,0.318855,-3.13622
AC006064.1,0.312636,0.47733,0.719128,-1.39057
AC006064.2,0.00672587,0.042319,2.07407,2.07407
AC006064.3,0.78014,0.86275,0.95337,-1.04891
AC006064.4,0.709827,0.813653,0.946866,-1.05612
AC006064.5,0.00481957,0.0368263,1.56841,1.56841
AC006065.3,0.716622,0.81847,1.12227,1.12227
AC006065.4,0.21542,0.375398,0.864386,-1.15689
AC006076.1,0.00898012,0.0502314,0.710293,-1.40787
AC006111.1,0.0219491,0.087037,0.466037,-2.14575
AC006111.2,0.444404,0.600274,0.828686,-1.20673
AC006111.3,0.666613,0.781919,0.950396,-1.05219
AC006115.1,0.914582,0.948349,0.968906,-1.03209
AC006116.10,0.442911,0.599095,1.08476,1.08476
AC006116.4,0.555865,0.693829,1.21353,1.21353
AC006116.5,0.00471329,0.0366658,2.22584,2.22584
AC006116.6,0.416278,0.575365,0.897055,-1.11476
AC006116.8,0.825444,0.892592,1.04912,1.04912
AC006116.9,0.053665,0.152496,1.25127,1.25127
AC006130.1,0.120835,0.258067,1.68144,1.68144
AC006141.1,0.0669165,0.176331,1.63896,1.63896
AC006145.1,0.270119,0.434807,1.19794,1.19794
AC006146.1,0.998464,0.999021,0.999798,-1.0002
AC006148.1,0.259817,0.423824,1.09479,1.09479
AC006148.2,0.467945,0.620311,0.519169,-1.92616
AC006150.1,0.192653,0.349374,2.58232,2.58232
AC006157.1,0.112691,0.246352,2.38614,2.38614
AC006159.1,0.0100341,0.0535645,1.92524,1.92524
AC006159.2,0.0738316,0.187445,1.24095,1.24095
AC006160.1,0.755404,0.845744,1.11456,1.11456
AC006205.1,0.0915154,0.21548,0.644146,-1.55244
AC006205.2,0.0556436,0.155993,1.38997,1.38997
AC006206.1,0.00920698,0.0510053,0.337376,-2.96405
AC006206.2,0.299803,0.464722,1.27217,1.27217
AC006207.1,0.234712,0.396739,1.14803,1.14803
AC006213.1,0.831666,0.896745,1.0483,1.0483
AC006213.2,0.353908,0.516375,1.2195,1.2195
AC006213.3,0.00502099,0.0368263,1.24308,1.24308
AC006213.4,0.00656378,0.0417148,2.0883,2.0883
AC006213.5,0.50303,0.650236,1.11474,1.11474
AC006237.1,0.744947,0.838119,0.90005,-1.11105
AC006238.1,0.438108,0.594682,0.792522,-1.26179
AC006238.2,0.0570787,0.158607,0.667596,-1.49791
AC006249.1,0.879691,0.927663,0.963867,-1.03749
AC006252.1,0.000617015,0.0113763,0.327907,-3.04965
AC006254.1,0.579419,0.713928,0.859519,-1.16344
AC006262.1,0.782435,0.864329,0.940727,-1.06301
AC006262.2,0.429722,0.587269,1.178,1.178
AC006262.3,0.00508489,0.0368263,1.2425,1.2425
AC006270.1,0.223167,0.384341,1.11332,1.11332
AC006272.1,0.405651,0.565722,1.2671,1.2671
AC006273.1,0.0213298,0.0854107,1.42738,1.42738
AC006288.1,0.276342,0.441061,1.12405,1.12405
AC006296.1,0.0021191,0.0231293,0.359359,-2.78273
AC006296.2,0.0985914,0.225835,0.487253,-2.05232
AC006299.1,0.358885,0.520941,1.13691,1.13691
AC006305.1,0.287848,0.452639,0.839595,-1.19105
AC006305.2,0.00152273,0.0192178,2.63682,2.63682
AC006305.3,0.0318471,0.109682,1.19054,1.19054
AC006329.1,0.00476293,0.0368263,1.49105,1.49105
AC006333.1,0.909282,0.945368,0.987767,-1.01238
AC006333.2,0.606966,0.7357,0.86815,-1.15187
AC006355.2,0.144353,0.28948,1.64762,1.64762
AC006357.1,0.0330391,0.112389,0.4339,-2.30468
AC006369.1,6.76E-06,0.000893707,3.43242,3.43242
AC006369.2,0.0478029,0.141411,1.48602,1.48602
AC006372.1,0.0172438,0.0748785,1.53421,1.53421
AC006372.2,0.12827,0.268528,1.25219,1.25219
AC006372.3,0.181305,0.335778,1.62908,1.62908
AC006378.1,0.00583785,0.039031,1.50991,1.50991
AC006387.1,0.00474715,0.0368047,1.47239,1.47239
AC006435.1,0.00247889,0.0253565,2.97201,2.97201
AC006435.2,0.0891983,0.212017,0.663028,-1.50823
AC006435.3,0.0322972,0.110688,1.64261,1.64261
AC006441.1,5.35E-05,0.00285669,2.877,2.877
AC006441.3,0.0060595,0.0399252,2.2037,2.2037
AC006441.4,0.0304341,0.106651,1.50692,1.50692
AC006449.2,5.72E-08,7.54E-05,5.79254,5.79254
AC006449.3,0.103491,0.232806,1.83145,1.83145
AC006449.5,0.0522224,0.149812,1.47935,1.47935
AC006449.6,0.000100014,0.0040718,3.64542,3.64542
AC006450.1,0.0655797,0.173969,1.5795,1.5795
AC006450.2,0.300405,0.465361,0.743329,-1.3453
AC006450.3,0.275627,0.440452,1.62869,1.62869
AC006452.1,0.842353,0.903533,1.05463,1.05463
AC006455.8,0.631684,0.754814,1.03215,1.03215
AC006458.1,0.0361493,0.118838,1.54523,1.54523
AC006460.1,0.907586,0.944327,0.989382,-1.01073
AC006480.2,0.438543,0.595097,0.782037,-1.27871
AC006482.1,0.788922,0.868793,0.937068,-1.06716
AC006483.2,0.000564047,0.0108278,4.37666,4.37666
AC006487.1,0.463326,0.616283,0.867379,-1.1529
AC006487.2,0.0196098,0.0812373,0.469332,-2.13069
AC006504.1,0.178451,0.33236,1.36874,1.36874
AC006504.2,0.0287657,0.102872,0.587239,-1.70289
AC006504.5,0.00268053,0.0265237,0.728941,-1.37185
AC006504.8,0.183899,0.338551,1.31164,1.31164
AC006511.4,0.0405195,0.127563,1.18464,1.18464
AC006511.5,0.371383,0.532564,0.783692,-1.27601
AC006538.1,0.0473922,0.140769,0.568857,-1.75791
AC006538.3,0.354574,0.51696,0.741156,-1.34924
AC006547.1,0.27679,0.441406,0.879897,-1.1365
AC006547.2,0.772959,0.857418,1.10919,1.10919
AC006547.3,0.528464,0.671557,1.14967,1.14967
AC006557.1,0.00523914,0.0368263,1.24118,1.24118
AC006557.3,0.543646,0.683809,1.05412,1.05412
AC006566.1,0.318758,0.482996,1.3484,1.3484
AC006581.1,0.985056,0.990738,1.00359,1.00359
AC006581.2,0.00103578,0.0153075,0.5972,-1.67448
AC006942.1,0.237597,0.399967,0.778463,-1.28458
AC006946.2,0.146851,0.292635,0.620627,-1.61127
AC006946.3,0.318908,0.48312,1.30807,1.30807
AC006967.2,0.027576,0.100247,1.86962,1.86962
AC006967.3,0.590573,0.723416,0.871737,-1.14714
AC006970.3,0.00802124,0.0469624,0.251954,-3.96898
AC006972.1,0.469468,0.621505,1.22435,1.22435
AC006974.1,0.0616694,0.167227,1.43549,1.43549
AC006974.2,0.266204,0.430631,1.29001,1.29001
AC006994.2,0.000383019,0.00883151,0.573333,-1.74419
AC007000.3,0.552718,0.691303,0.877625,-1.13944
AC007001.1,0.10287,0.232073,1.35265,1.35265
AC007014.1,0.352966,0.515336,1.19228,1.19228
AC007014.2,0.152794,0.300586,1.49957,1.49957
AC007029.1,0.24383,0.406768,1.24182,1.24182
AC007032.1,7.29E-08,8.62E-05,33.9449,33.9449
AC007036.1,0.403716,0.563813,0.849888,-1.17663
AC007036.2,0.843395,0.904194,0.928341,-1.07719
AC007038.1,0.00136164,0.0179632,0.490682,-2.03798
AC007038.2,0.623483,0.748547,0.810506,-1.2338
AC007040.1,0.468529,0.620742,1.30845,1.30845
AC007040.2,0.000418265,0.00929514,0.391898,-2.55169
AC007064.2,0.105435,0.235817,5.29086,5.29086
AC007066.2,0.466286,0.618908,1.0853,1.0853
AC007091.1,0.727263,0.826082,1.11542,1.11542
AC007098.1,0.12283,0.260967,1.21373,1.21373
AC007099.1,0.340976,0.504153,1.17224,1.17224
AC007099.2,0.253107,0.416815,1.12798,1.12798
AC007100.1,0.0474275,0.140769,1.24523,1.24523
AC007106.1,0.75405,0.844721,1.11528,1.11528
AC007114.1,0.396708,0.557187,0.800887,-1.24862
AC007114.2,0.777991,0.861306,1.07265,1.07265
AC007126.1,0.458782,0.612783,0.863139,-1.15856
AC007128.1,0.00123555,0.0169676,2.02343,2.02343
AC007128.2,0.140198,0.284041,0.745587,-1.34123
AC007132.1,0.263459,0.427791,1.12621,1.12621
AC007159.1,0.0209445,0.0844561,1.1992,1.1992
AC007163.1,0.0462519,0.138444,0.642311,-1.55688
AC007179.1,0.729293,0.82715,1.08102,1.08102
AC007179.2,0.495359,0.643724,0.90421,-1.10594
AC007182.1,0.245083,0.408053,1.38521,1.38521
AC007192.2,0.851404,0.909604,1.02213,1.02213
AC007193.1,0.590684,0.723499,1.1407,1.1407
AC007193.2,0.0430809,0.132491,10.0812,10.0812
AC007193.3,0.0150384,0.0687981,2.16251,2.16251
AC007204.1,0.180864,0.335158,1.17245,1.17245
AC007207.2,0.265222,0.429615,1.20208,1.20208
AC007216.1,0.899213,0.939651,0.972176,-1.02862
AC007216.2,0.00151463,0.0191395,0.406399,-2.46064
AC007216.4,0.32574,0.489719,1.28406,1.28406
AC007218.1,0.0636865,0.170848,1.60451,1.60451
AC007218.2,0.820687,0.889651,1.06671,1.06671
AC007220.1,0.0362773,0.119093,0.791402,-1.26358
AC007221.1,0.000460323,0.00980357,2.54039,2.54039
AC007221.2,0.0323514,0.110798,0.510097,-1.96041
AC007223.1,0.0967717,0.223075,1.1616,1.1616
AC007240.2,0.000229724,0.00654204,2.7293,2.7293
AC007249.2,3.54E-05,0.00231221,0.418696,-2.38837
AC007250.1,0.494807,0.643202,0.774964,-1.29038
AC007255.1,0.110737,0.243543,1.16398,1.16398
AC007262.2,0.955161,0.973425,1.00873,1.00873
AC007272.1,0.00102145,0.0151809,1.26343,1.26343
AC007277.1,0.00916573,0.0508455,0.362814,-2.75623
AC007278.1,1.23E-05,0.00128158,4.34647,4.34647
AC007278.2,1.17E-06,0.000336059,4.6899,4.6899
AC007285.1,0.35669,0.518768,1.19285,1.19285
AC007285.2,0.647398,0.766675,0.89546,-1.11674
AC007292.2,0.00737586,0.0446115,0.873299,-1.14508
AC007298.1,5.81E-06,0.000833537,18.4507,18.4507
AC007298.2,1.74E-05,0.00151734,5.128,5.128
AC007308.1,0.082328,0.201328,2.83945,2.83945
AC007308.6,0.0932837,0.218108,1.47983,1.47983
AC007314.1,0.226055,0.387305,1.11377,1.11377
AC007319.1,0.967674,0.980906,0.991864,-1.0082
AC007326.2,0.338261,0.501446,1.18338,1.18338
AC007326.5,0.990898,0.994381,0.99535,-1.00467
AC007327.2,0.930755,0.959032,1.0605,1.0605
AC007333.1,0.436733,0.593612,0.844708,-1.18384
AC007336.2,0.00219683,0.0236255,0.387185,-2.58274
AC007342.1,0.555465,0.693561,0.832279,-1.20152
AC007342.4,0.00629289,0.0408091,1.36082,1.36082
AC007342.5,0.293236,0.458034,1.20623,1.20623
AC007344.1,0.00383705,0.0326918,1.32038,1.32038
AC007347.1,0.158548,0.307452,0.736555,-1.35767
AC007349.1,0.0582297,0.160918,1.17548,1.17548
AC007349.2,0.878829,0.927085,0.923439,-1.08291
AC007349.3,0.00458443,0.036083,2.86471,2.86471
AC007349.4,0.011354,0.0577673,2.15573,2.15573
AC007362.1,0.0253729,0.0950931,0.533519,-1.87435
AC007364.1,0.895161,0.937291,0.979038,-1.02141
AC007365.1,0.0892249,0.212019,1.73946,1.73946
AC007368.1,0.0306186,0.107044,0.807663,-1.23814
AC007368.2,0.550482,0.689606,1.10602,1.10602
AC007370.2,0.0649112,0.172953,1.32552,1.32552
AC007375.2,0.146151,0.291756,0.829644,-1.20534
AC007376.2,0.927087,0.956492,1.02024,1.02024
AC007378.1,0.895226,0.93732,1.02494,1.02494
AC007383.2,0.369324,0.53073,1.14179,1.14179
AC007383.3,0.000642103,0.0116478,1.98337,1.98337
AC007384.1,0.883165,0.929927,0.979439,-1.02099
AC007386.4,0.245131,0.408102,1.43829,1.43829
AC007388.1,0.709059,0.813006,1.0477,1.0477
AC007389.1,0.801232,0.876485,0.974346,-1.02633
AC007389.3,0.868507,0.920402,0.902942,-1.10749
AC007389.5,0.00690156,0.0429915,0.558851,-1.78939
AC007390.2,0.788957,0.868793,0.911445,-1.09716
AC007391.1,0.958931,0.975825,0.994067,-1.00597
AC007402.1,0.0388418,0.12444,1.23917,1.23917
AC007403.1,0.000113288,0.00439276,0.315873,-3.16583
AC007405.1,0.0192197,0.0802969,0.656279,-1.52374
AC007405.2,0.0670498,0.176507,0.787835,-1.2693
AC007405.3,0.663937,0.779862,0.909313,-1.09973
AC007406.1,0.296422,0.461076,0.727883,-1.37385
AC007406.2,0.89345,0.936194,1.02855,1.02855
AC007406.3,0.75088,0.842321,1.05674,1.05674
AC007406.4,0.00162873,0.0199634,0.319239,-3.13245
