Probeset ID,pval_critical_vs_noncritical,adj_pval_critical_vs_noncritical,ratio_critical_vs_noncritical,FC_critical_vs_noncritical
NTAN1P2,0.26878,0.349379,0.903045,-1.10736
NTAQ1,0.0438266,0.0767312,0.869227,-1.15045
NTHL1,2.51E-06,2.31E-05,0.725203,-1.37892
NTMT1,6.17E-07,7.67E-06,0.764983,-1.30722
NTN4,0.0597145,0.099402,0.674602,-1.48236
NTNG2,1.97E-05,0.000120769,2.10888,2.10888
NTPCR,0.0254364,0.048633,0.861403,-1.1609
NTSR1,0.00476165,0.011686,1.84343,1.84343
NUAK1,0.00847034,0.0191405,0.575762,-1.73683
NUAK2,0.027355,0.0517166,1.24351,1.24351
NUB1,0.0326933,0.0602324,1.22264,1.22264
NUBP1,0.000738676,0.00243191,0.802121,-1.2467
NUBP2,3.42E-12,2.16E-09,0.690169,-1.44892
NUBPL,4.98E-08,1.16E-06,0.636781,-1.5704
NUCB1,0.0393875,0.0701614,1.27673,1.27673
NUCB2,0.484308,0.566754,1.07216,1.07216
NUCKS1,2.10E-07,3.36E-06,0.684545,-1.46082
NUDC,0.00112604,0.00347034,0.791853,-1.26286
NUDCD1,0.503188,0.584469,0.910382,-1.09844
NUDCD2,0.0718209,0.115917,0.866011,-1.15472
NUDCD3,5.02E-07,6.52E-06,0.748213,-1.33652
NUDT1,0.135847,0.197798,0.863938,-1.15749
NUDT12,0.0218514,0.0427277,0.615637,-1.62433
NUDT13,0.00924634,0.0206409,0.687957,-1.45358
NUDT14,2.03E-05,0.000124148,0.670902,-1.49053
NUDT15,0.598264,0.672094,0.959307,-1.04242
NUDT16,0.258345,0.337893,1.10352,1.10352
NUDT16L1,0.0209985,0.041415,0.896523,-1.11542
NUDT16L2P,0.000145544,0.000630515,1.51252,1.51252
NUDT17,0.000707593,0.00235305,0.809028,-1.23605
NUDT18,0.973826,0.980579,0.997848,-1.00216
NUDT19,0.0532698,0.0903694,0.911548,-1.09703
NUDT19-DT,0.115491,0.172636,1.19319,1.19319
NUDT19P5,0.0500146,0.0857274,1.38569,1.38569
NUDT2,0.689828,0.752207,1.04143,1.04143
NUDT21,0.0280136,0.0528296,0.864212,-1.15712
NUDT22,0.110966,0.167088,1.08875,1.08875
NUDT3,0.0119748,0.0257405,0.792354,-1.26206
NUDT4,0.0177165,0.0358672,1.31782,1.31782
NUDT5,0.640421,0.709323,0.975282,-1.02534
NUDT6,0.0039241,0.00992695,0.788614,-1.26805
NUDT7,0.603796,0.677129,1.06029,1.06029
NUDT9,0.0119839,0.0257562,0.851441,-1.17448
NUF2,0.404415,0.489027,1.16011,1.16011
NUFIP1,0.000378726,0.00139121,0.735072,-1.36041
NUFIP2,3.62E-07,5.16E-06,1.32377,1.32377
NUGGC,0.00315631,0.00827597,0.635104,-1.57454
NUMA1,9.54E-06,6.74E-05,0.736003,-1.35869
NUMB,1.43E-08,4.64E-07,1.7837,1.7837
NUMBL,0.588926,0.663419,1.08003,1.08003
NUP107,0.00724978,0.0167376,0.830282,-1.20441
NUP133,2.30E-07,3.60E-06,0.793824,-1.25972
NUP153,0.0161838,0.0333098,1.13338,1.13338
NUP155,3.62E-06,3.08E-05,0.785897,-1.27243
NUP160,0.000446121,0.00159635,0.814066,-1.2284
NUP188,1.59E-05,0.000102161,0.675752,-1.47983
NUP205,0.00761891,0.0174803,0.831121,-1.20319
NUP210,2.54E-05,0.000149418,0.623601,-1.60359
NUP214,6.37E-07,7.86E-06,1.45884,1.45884
NUP35,0.000824866,0.00266501,0.777265,-1.28656
NUP37,0.744569,0.799107,0.976355,-1.02422
NUP42,0.0293615,0.0549258,0.886863,-1.12757
NUP43,9.13E-05,0.000428607,0.793549,-1.26016
NUP50,0.00214805,0.00595832,1.17678,1.17678
NUP50-DT,0.104219,0.158466,0.863626,-1.15791
NUP54,0.231483,0.309026,0.920174,-1.08675
NUP58,7.80E-07,9.27E-06,1.44395,1.44395
NUP62,0.00168172,0.00486576,0.790279,-1.26538
NUP85,0.0109776,0.0239441,0.879914,-1.13647
NUP88,0.0592568,0.098743,0.866337,-1.15429
NUP93,1.71E-09,1.10E-07,0.6823,-1.46563
NUP98,0.03721,0.066782,1.12907,1.12907
NUS1,0.807915,0.851266,0.981267,-1.01909
NUSAP1,0.77031,0.820233,1.03488,1.03488
NUTF2,0.557017,0.634948,0.947841,-1.05503
NUTM2A,0.64111,0.709853,1.13824,1.13824
NUTM2A-AS1,0.169792,0.239345,1.18388,1.18388
NUTM2B,0.435339,0.519084,1.12472,1.12472
NUTM2B-AS1,0.401957,0.486587,1.11092,1.11092
NUTM2D,0.659951,0.726628,0.945929,-1.05716
NVL,5.20E-06,4.13E-05,0.771954,-1.29541
NXF1,0.958784,0.969356,1.00346,1.00346
NXPE3,0.0436243,0.0764329,1.10284,1.10284
NXT1,0.00735634,0.0169591,0.828857,-1.20648
NXT2,0.00708969,0.0164128,1.36794,1.36794
OAF,0.425923,0.509765,0.924552,-1.08161
OARD1,0.0151351,0.031479,0.883821,-1.13145
OAS1,0.00195003,0.00550467,2.0544,2.0544
OAS2,0.0273938,0.0517763,1.7279,1.7279
OAS3,0.0115887,0.0250415,2.18826,2.18826
OASL,0.000245239,0.000969756,2.27566,2.27566
OAT,1.02E-05,7.13E-05,1.60952,1.60952
OAZ1,0.319663,0.40348,1.14452,1.14452
OAZ2,0.233457,0.311146,1.14868,1.14868
OBI1,0.608758,0.681381,0.947613,-1.05528
OBSCN,0.000406778,0.00148064,0.587222,-1.70293
OCEL1,0.302605,0.385436,0.89678,-1.1151
OCIAD1,0.75202,0.805239,1.01185,1.01185
OCIAD2,0.00183739,0.00524953,0.739616,-1.35205
OCLN,0.394733,0.479537,0.831722,-1.20232
OCLNP1,0.461308,0.54494,0.758372,-1.31861
OCRL,0.110688,0.166775,1.13526,1.13526
ODAD4,0.317837,0.401669,0.77954,-1.28281
ODC1,0.0224444,0.0437148,0.734097,-1.36222
ODF2,2.56E-06,2.35E-05,0.714465,-1.39965
ODF2L,0.00520284,0.0126093,0.798756,-1.25195
ODF3B,0.00170874,0.00493103,1.69002,1.69002
ODR4,0.127831,0.187878,1.10741,1.10741
OFD1,0.0667232,0.109197,0.886702,-1.12777
OGA,0.011685,0.0252154,1.15597,1.15597
OGDH,0.600251,0.673693,1.0367,1.0367
OGFOD1,0.00926528,0.0206768,0.839036,-1.19184
OGFOD2,0.754238,0.806953,0.982717,-1.01759
OGFOD3,1.68E-08,5.17E-07,0.705925,-1.41658
OGFR,0.00467122,0.0115012,1.24965,1.24965
OGFRL1,0.138719,0.201414,0.832876,-1.20066
OGG1,0.0577407,0.0967212,0.898525,-1.11294
OGT,0.353871,0.438306,0.9556,-1.04646
OIP5,0.651592,0.719243,1.07226,1.07226
OIP5-AS1,0.822934,0.864177,0.989597,-1.01051
OLA1,0.122448,0.181207,0.882384,-1.13329
OLAH,5.29E-05,0.00027021,5.15564,5.15564
OLFM1,0.000405499,0.00147748,0.417626,-2.39449
OLFM2,7.94E-06,5.79E-05,0.499277,-2.0029
OLFM4,0.00578263,0.0138026,3.4382,3.4382
OLFM5P,0.196328,0.270127,1.31022,1.31022
OLIG1,0.173855,0.244114,0.827996,-1.20774
OLIG2,0.0168727,0.0344843,0.478672,-2.08911
OLR1,0.00910058,0.0203566,2.56248,2.56248
OMA1,0.003721,0.00948832,1.26644,1.26644
OMG,2.59E-08,7.18E-07,2.27857,2.27857
OPA1,0.632496,0.702915,0.969012,-1.03198
OPA3,0.000177467,0.000740682,0.781363,-1.27981
OPHN1,0.209377,0.285025,0.844019,-1.18481
OPLAH,2.46E-09,1.43E-07,3.28911,3.28911
OPN3,0.541431,0.62032,0.964293,-1.03703
OPRL1,5.39E-06,4.27E-05,1.88858,1.88858
OPTN,0.550343,0.628526,0.916244,-1.09141
OR2A1-AS1,0.000130548,0.00057579,0.618548,-1.61669
OR2A20P,0.798197,0.843437,0.928965,-1.07647
OR2A9P,0.00951291,0.0211277,0.565546,-1.7682
OR2B6,0.000667906,0.00224573,2.32466,2.32466
OR2W3,0.0299087,0.0558249,0.443572,-2.25443
OR2W6P,0.000254501,0.00099869,2.47844,2.47844
OR51R1P,0.123615,0.182688,1.33948,1.33948
OR52K1,0.0520595,0.0886196,1.45667,1.45667
OR52K2,0.860075,0.893712,1.04047,1.04047
OR52K3P,0.0333393,0.0611639,1.37685,1.37685
OR52N4,0.358911,0.443593,0.850108,-1.17632
OR52U1P,0.859204,0.893194,0.971015,-1.02985
OR7E100P,0.00636427,0.0149697,1.5542,1.5542
OR7E38P,0.000102356,0.000471557,0.763256,-1.31018
OR7E7P,0.00866863,0.0195211,0.70684,-1.41475
ORAI1,0.793898,0.84013,0.980085,-1.02032
ORAI2,0.0810582,0.128234,1.18106,1.18106
ORAI3,0.0202692,0.0401855,1.1986,1.1986
ORC1,0.330815,0.414788,0.867003,-1.1534
ORC2,0.413968,0.498231,0.967043,-1.03408
ORC3,0.317904,0.401719,0.916562,-1.09103
ORC4,0.0101195,0.0223059,1.1673,1.1673
ORC5,0.00528068,0.0127672,0.822376,-1.21599
ORC6,0.968702,0.977063,1.00447,1.00447
ORM1,0.0924497,0.142982,1.78617,1.78617
ORM2,0.246763,0.325649,1.46629,1.46629
ORMDL1,0.919574,0.938709,1.00529,1.00529
ORMDL2,1.23E-05,8.27E-05,1.23544,1.23544
ORMDL3,0.000785505,0.00255681,0.746828,-1.339
OS9,0.000173389,0.000726615,1.31083,1.31083
OSBP,0.0539224,0.0913472,0.919495,-1.08755
OSBP2,0.898144,0.923127,1.0385,1.0385
OSBPL10,0.00020243,0.000824521,0.513639,-1.94689
OSBPL11,7.98E-06,5.82E-05,1.35926,1.35926
OSBPL1A,0.722214,0.779947,1.05252,1.05252
OSBPL2,0.000192348,0.000790172,1.34876,1.34876
OSBPL3,1.71E-07,2.89E-06,0.62135,-1.6094
OSBPL5,2.92E-05,0.000167671,0.636148,-1.57196
OSBPL6,0.104213,0.158466,1.31979,1.31979
OSBPL7,7.76E-07,9.24E-06,0.566408,-1.76551
OSBPL8,0.000165416,0.000700971,1.52677,1.52677
OSBPL9,0.000715748,0.00237712,1.25645,1.25645
OSCAR,1.01E-06,1.15E-05,1.8281,1.8281
OSER1,1.12E-08,3.88E-07,1.65091,1.65091
OSER1-DT,0.199509,0.273534,1.13062,1.13062
OSGEP,5.33E-07,6.84E-06,0.784419,-1.27483
OSGEPL1,2.06E-05,0.00012531,0.693035,-1.44293
OSGIN1,0.00618931,0.01463,1.36355,1.36355
OSGIN2,6.17E-05,0.000309278,1.55913,1.55913
OSM,3.11E-11,8.20E-09,3.76438,3.76438
OST4,0.28231,0.363972,1.16943,1.16943
OSTC,0.872054,0.902636,0.986084,-1.01411
OSTF1,0.000142228,0.00061876,1.41308,1.41308
OSTM1,2.86E-07,4.29E-06,1.50434,1.50434
OTOF,0.301902,0.384711,1.62123,1.62123
OTUB1,0.636638,0.706512,1.01575,1.01575
OTUD1,0.00190816,0.00540665,1.34776,1.34776
OTUD3,0.000724224,0.00239749,0.800503,-1.24921
OTUD4,0.243508,0.322033,0.935567,-1.06887
OTUD5,0.416122,0.500237,1.05457,1.05457
OTUD6B,0.150681,0.216329,0.891512,-1.12169
OTUD6B-AS1,0.741656,0.796872,1.04528,1.04528
OTUD7A,1.42E-05,9.29E-05,0.549063,-1.82128
OTUD7B,3.45E-07,5.00E-06,0.652871,-1.5317
OTULIN,0.027039,0.0512472,0.91492,-1.09299
OTULIN-DT,0.0218423,0.0427205,0.751071,-1.33143
OTULINL,0.00024499,0.000969599,1.43005,1.43005
OVCA2,0.100357,0.153363,0.926937,-1.07882
OVCH1-AS1,0.275869,0.356948,1.39832,1.39832
OVGP1,4.20E-05,0.000224701,0.578475,-1.72868
OXA1L,0.00267432,0.00720268,0.852905,-1.17246
OXCT1,5.87E-06,4.58E-05,0.66677,-1.49977
OXCT2,0.180083,0.251507,0.791722,-1.26307
OXER1,0.103386,0.157339,1.25917,1.25917
OXLD1,0.0982392,0.150607,0.911082,-1.0976
OXNAD1,6.72E-06,5.08E-05,0.588427,-1.69945
OXR1,0.171233,0.240927,1.12015,1.12015
OXSM,0.266253,0.346848,0.899704,-1.11148
OXSR1,0.00699194,0.01621,1.21869,1.21869
OXTR,0.767455,0.817989,1.05753,1.05753
P2RX1,0.000413604,0.00150146,1.6235,1.6235
P2RX4,0.841168,0.879022,1.01491,1.01491
P2RX5,0.0142905,0.0300089,0.768438,-1.30134
P2RX5-TAX1BP3,0.0510684,0.0871388,0.810871,-1.23324
P2RX7,0.620948,0.692544,0.939735,-1.06413
P2RY1,2.60E-06,2.38E-05,1.68562,1.68562
P2RY10,3.94E-06,3.30E-05,0.606165,-1.64972
P2RY11,3.94E-06,3.30E-05,0.626502,-1.59616
P2RY12,0.187672,0.26026,1.22349,1.22349
P2RY13,6.27E-07,7.78E-06,1.85005,1.85005
P2RY14,0.150463,0.216139,1.49143,1.49143
P2RY2,0.463696,0.546998,0.924524,-1.08164
P2RY8,0.00272056,0.00729714,0.77121,-1.29666
P3H1,0.00323458,0.00844628,0.873599,-1.14469
P3H3,0.00119723,0.00365113,0.628905,-1.59007
P3H4,0.00233488,0.00640122,0.678721,-1.47336
P4HA1,0.00357046,0.00915644,1.26058,1.26058
P4HA2,0.0111315,0.0242174,1.57253,1.57253
P4HB,0.0612222,0.101559,0.888387,-1.12564
P4HTM,1.57E-09,1.04E-07,0.677505,-1.476
PA2G4,0.611003,0.683414,0.942728,-1.06075
PA2G4P4,0.000192966,0.000792038,0.656818,-1.52249
PAAF1,6.50E-07,7.99E-06,0.718762,-1.39128
PABIR1,0.336208,0.420355,1.04223,1.04223
PABIR2,0.287063,0.369205,1.07171,1.07171
PABIR3,0.369345,0.454301,0.937656,-1.06649
PABPC1,0.333456,0.417481,0.901495,-1.10927
PABPC1L,0.0451331,0.0786137,1.2859,1.2859
PABPC1P3,0.00465501,0.0114672,1.37304,1.37304
PABPC4,4.75E-09,2.13E-07,0.629028,-1.58975
PABPN1,0.2188,0.295169,0.956248,-1.04575
PACC1,0.000990004,0.00310231,0.83607,-1.19607
PACERR,0.186488,0.259035,0.828707,-1.2067
PACRGL,0.181853,0.25361,0.893489,-1.11921
PACS1,0.0528042,0.0897491,0.843968,-1.18488
PACS2,0.0140737,0.0296056,0.797805,-1.25344
PACSIN2,0.00120248,0.00366195,1.39554,1.39554
PADI2,0.000143433,0.000623435,1.91175,1.91175
PADI4,7.10E-07,8.57E-06,2.02734,2.02734
PAF1,0.414522,0.498606,1.05468,1.05468
PAFAH1B1,8.04E-05,0.000385066,1.30488,1.30488
PAFAH1B1P2,0.000192198,0.000790007,2.54597,2.54597
PAFAH1B2,7.90E-10,6.76E-08,1.31915,1.31915
PAFAH1B3,0.00992169,0.0219002,0.850992,-1.1751
PAFAH2,9.31E-12,3.95E-09,0.612805,-1.63184
PAG1,2.42E-07,3.76E-06,1.73997,1.73997
PAGE2B,0.75027,0.803785,1.10437,1.10437
PAGR1,0.278981,0.360229,0.927454,-1.07822
PAICS,0.0382355,0.0683409,0.812901,-1.23016
PAIP1,0.047657,0.0824532,1.17753,1.17753
PAIP2,0.00159255,0.00464044,1.24519,1.24519
PAIP2B,6.12E-06,4.73E-05,0.611458,-1.63543
PAK1,0.0292525,0.0547566,1.19005,1.19005
PAK1IP1,0.339861,0.424347,0.93174,-1.07326
PAK2,0.000532756,0.0018542,1.37795,1.37795
PAK4,0.0286074,0.05378,0.7863,-1.27178
PALB2,0.000259266,0.00101489,0.781034,-1.28035
PALD1,0.00913767,0.0204301,0.629388,-1.58884
PALLD,0.00430248,0.0107163,0.628213,-1.59182
PAM,0.265662,0.346236,1.16763,1.16763
PAM16,0.00354632,0.00910914,1.33563,1.33563
PAN2,0.000852205,0.00273612,0.767558,-1.30283
PAN3,0.000173067,0.000725476,1.20701,1.20701
PAN3-AS1,0.45037,0.53373,0.935032,-1.06948
PANK1,0.0199799,0.0397386,0.814213,-1.22818
PANK2,0.000342929,0.00128293,1.20126,1.20126
PANK3,0.189235,0.261972,1.07412,1.07412
PANK4,4.74E-05,0.000247233,0.821546,-1.21722
PANX1,0.0443225,0.0774203,0.879888,-1.13651
PANX2,0.00936941,0.0208703,1.49995,1.49995
PAOX,3.57E-10,3.90E-08,0.587948,-1.70083
PAPOLA,3.74E-10,3.98E-08,1.34421,1.34421
PAPOLA-DT,0.900916,0.925181,0.985683,-1.01452
PAPOLG,0.00011407,0.000517562,1.22788,1.22788
PAPSS1,0.298014,0.380567,1.10573,1.10573
PAPSS2,0.533868,0.613317,0.898254,-1.11327
PAQR3,0.0351846,0.0638888,0.872941,-1.14555
PAQR4,0.399559,0.484254,0.91764,-1.08975
PAQR6,0.129932,0.190478,1.29997,1.29997
PAQR7,0.00234622,0.00642006,0.697624,-1.43344
PAQR8,7.53E-07,9.00E-06,0.665265,-1.50316
PARD3,0.0338931,0.0619899,1.51894,1.51894
PARD3B,0.209151,0.284772,0.839251,-1.19154
PARD6A,0.826324,0.866976,0.983917,-1.01635
PARD6B,0.0846698,0.132938,0.868258,-1.15173
PARD6G-AS1,0.318323,0.402106,1.11675,1.11675
PARG,0.33537,0.419487,1.04157,1.04157
PARGP1,0.135735,0.197675,0.907752,-1.10162
PARK7,0.310608,0.393954,1.06905,1.06905
PARL,0.411926,0.496252,0.94358,-1.05979
PARM1,0.000943163,0.00298201,0.528055,-1.89374
PARN,0.00147058,0.00434404,0.892493,-1.12046
PARP1,3.91E-08,9.80E-07,0.629711,-1.58803
PARP10,0.00568235,0.0135881,1.61282,1.61282
PARP11,0.00113905,0.00350505,1.51136,1.51136
PARP12,0.0224606,0.0437345,1.46671,1.46671
PARP14,0.000654905,0.00220718,1.67608,1.67608
PARP15,7.06E-06,5.28E-05,0.573899,-1.74247
PARP16,0.708178,0.767446,1.03542,1.03542
PARP2,0.000847348,0.00272235,0.754486,-1.32541
PARP3,0.0485142,0.0836445,0.793262,-1.26062
PARP4,0.00107285,0.00332925,1.25614,1.25614
PARP6,0.0240093,0.0462675,1.14896,1.14896
PARP8,0.000733503,0.00241932,1.2436,1.2436
PARP9,1.43E-07,2.54E-06,2.35971,2.35971
PARPBP,0.236488,0.314311,1.16317,1.16317
PARS2,0.00101537,0.00317557,0.743482,-1.34502
PARVB,0.973762,0.980579,0.995355,-1.00467
PARVG,0.596639,0.670583,1.02722,1.02722
PASK,2.55E-11,7.78E-09,0.496935,-2.01233
PATJ,0.000464409,0.00164607,0.643107,-1.55495
PATL1,2.59E-05,0.000151666,1.61102,1.61102
PATL2,0.783402,0.831349,1.03081,1.03081
PATZ1,3.03E-06,2.67E-05,0.63611,-1.57206
PAWR,0.977108,0.982851,0.997427,-1.00258
PAX5,0.00291086,0.00772397,0.576343,-1.73508
PAX8-AS1,0.914064,0.934611,1.04495,1.04495
PAXBP1,0.448455,0.531769,0.946642,-1.05637
PAXBP1-AS1,0.585385,0.660258,1.04719,1.04719
PAXIP1,8.37E-06,6.05E-05,0.818112,-1.22233
PAXIP1-AS2,0.266219,0.346835,0.929917,-1.07536
PAXIP1-DT,0.00465587,0.0114673,0.825256,-1.21175
PAXX,2.32E-08,6.61E-07,0.706085,-1.41626
PBDC1,0.0759283,0.121347,0.890773,-1.12262
PBK,0.903459,0.927065,1.02553,1.02553
PBLD,0.0487704,0.0839954,1.15667,1.15667
PBRM1,0.0220172,0.0429759,0.924036,-1.08221
PBX1,0.10745,0.162529,1.40066,1.40066
PBX2,0.123425,0.182484,1.11944,1.11944
PBX3,0.0435792,0.0763725,1.10106,1.10106
PBX4,0.256866,0.336265,0.884154,-1.13102
PBXIP1,2.90E-05,0.000166779,0.725017,-1.37928
PC,0.0039312,0.00993793,0.671145,-1.48999
PCAT1,0.0256937,0.0490402,0.722781,-1.38354
PCBD1,0.867955,0.89956,0.987571,-1.01259
PCBD2,0.000186597,0.000772285,0.768762,-1.30079
PCBP1,0.00506875,0.0123321,1.27161,1.27161
PCBP1-AS1,0.000652899,0.002203,1.41445,1.41445
PCBP2,0.18715,0.259737,1.13932,1.13932
PCBP4,1.23E-06,1.32E-05,0.632936,-1.57994
PCCA,1.11E-07,2.10E-06,0.63905,-1.56482
PCCB,6.30E-05,0.000313684,0.81565,-1.22602
PCDH1,0.0891177,0.138859,0.7115,-1.40548
PCDH12,0.237744,0.315601,0.820729,-1.21843
PCDH9,0.0913868,0.141521,0.732837,-1.36456
PCDHGA10,0.00869563,0.0195696,0.64643,-1.54696
PCDHGA11,0.232663,0.310289,0.843409,-1.18566
PCDHGA6,0.121806,0.180444,0.79694,-1.2548
PCDHGA8,0.424944,0.508969,0.891445,-1.12177
PCDHGB2,0.0243429,0.0467849,0.716772,-1.39514
PCDHGB3,0.00248971,0.00676216,0.638896,-1.5652
PCDHGB4,0.261205,0.341324,0.834006,-1.19903
PCDHGB5,0.533842,0.613317,0.910615,-1.09816
PCDHGB6,0.0224884,0.0437709,0.711425,-1.40563
PCDHGB7,0.0670482,0.109555,0.756273,-1.32227
PCDHGB8P,0.254243,0.333572,0.826151,-1.21043
PCED1A,0.00107039,0.00332306,0.756045,-1.32267
PCED1B,0.00275803,0.00737423,0.689151,-1.45106
PCED1B-AS1,0.00210546,0.00585828,0.760398,-1.3151
PCF11,0.000268395,0.00104692,1.16028,1.16028
PCF11-AS1,0.431169,0.515032,1.07116,1.07116
PCGF1,0.736045,0.791732,1.01906,1.01906
PCGF3,0.0202997,0.0402298,1.2067,1.2067
PCGF5,0.0421298,0.0741942,1.20267,1.20267
PCGF6,0.174679,0.245031,0.898755,-1.11265
PCID2,0.000400424,0.00146084,0.820878,-1.21821
PCIF1,0.846605,0.883163,1.01658,1.01658
PCK2,0.275101,0.356225,1.09255,1.09255
PCLAF,0.601297,0.674658,0.91937,-1.0877
PCM1,0.093052,0.143743,0.919605,-1.08742
PCMT1,6.21E-10,5.65E-08,1.89974,1.89974
PCMTD1,0.000736544,0.002426,1.32206,1.32206
PCMTD2,0.0497133,0.0853432,0.87017,-1.1492
PCNA,0.164945,0.23375,0.887865,-1.1263
PCNP,0.00578211,0.0138026,1.23816,1.23816
PCNPP1,0.0647101,0.106387,1.15062,1.15062
PCNT,0.00212085,0.00589312,0.795908,-1.25643
PCNX1,7.56E-07,9.02E-06,1.6193,1.6193
PCNX2,6.89E-08,1.47E-06,0.546875,-1.82857
PCNX3,0.182173,0.254006,0.871482,-1.14747
PCNX4,0.420034,0.504271,0.967816,-1.03325
PCOLCE2,8.68E-07,1.01E-05,6.19091,6.19091
PCP2,0.00330641,0.00860058,1.45906,1.45906
PCSK5,0.0333716,0.061192,0.816191,-1.2252
PCSK6,0.0208247,0.0410947,1.73657,1.73657
PCSK7,5.75E-10,5.30E-08,0.673525,-1.48472
PCSK9,0.000247295,0.000976544,3.21851,3.21851
PCTP,0.0821069,0.129633,1.1774,1.1774
PCYOX1,0.000343824,0.00128534,0.796592,-1.25535
PCYOX1L,1.04E-06,1.16E-05,0.691793,-1.44552
PCYT1A,0.000854984,0.00274443,1.35963,1.35963
PCYT1B,0.00551198,0.0132358,1.96277,1.96277
PCYT2,3.55E-09,1.80E-07,0.662643,-1.50911
PDAP1,0.863473,0.895819,0.993048,-1.007
PDCD1,5.00E-05,0.000258028,0.584935,-1.70959
PDCD10,0.000478146,0.00168949,1.55418,1.55418
PDCD11,5.86E-08,1.29E-06,0.65571,-1.52506
PDCD1LG2,0.000513114,0.00179365,2.55477,2.55477
PDCD2,0.0384164,0.0686385,0.903766,-1.10648
PDCD2L,1.53E-05,9.93E-05,0.717788,-1.39317
PDCD4,0.000705732,0.00234928,0.811482,-1.23231
PDCD4-AS1,0.978829,0.984171,0.997081,-1.00293
PDCD5,0.0410378,0.0725645,0.889513,-1.12421
PDCD6,0.00204724,0.00572512,1.10728,1.10728
PDCD6IP,0.000174925,0.000731985,1.16909,1.16909
PDCD6IPP2,0.296612,0.37891,1.15821,1.15821
PDCD7,8.63E-07,1.01E-05,0.734695,-1.36111
PDCL,0.65842,0.725498,0.981429,-1.01892
PDCL3,0.010085,0.0222368,0.843104,-1.18609
PDCL3P2,4.05E-06,3.36E-05,0.475509,-2.10301
PDCL3P4,0.00138314,0.00412045,0.707821,-1.41279
PDE12,0.00430364,0.0107173,0.873889,-1.14431
PDE1B,0.167059,0.236233,1.21692,1.21692
PDE2A,0.13987,0.202752,1.38856,1.38856
PDE3A,0.0265545,0.050422,1.53794,1.53794
PDE3B,0.027559,0.0520543,0.868572,-1.15131
PDE4A,0.189019,0.261749,0.851197,-1.17482
PDE4B,0.642257,0.710689,1.04061,1.04061
PDE4D,0.00341428,0.00882757,1.31077,1.31077
PDE4DIP,1.86E-09,1.17E-07,0.692336,-1.44439
PDE4DIPP2,1.62E-06,1.63E-05,0.652979,-1.53144
PDE4DIPP6,0.775921,0.82475,0.978344,-1.02214
PDE4DIPP7,0.0934219,0.144191,1.25542,1.25542
PDE5A,0.0728001,0.117155,1.37062,1.37062
PDE6B,1.06E-07,2.02E-06,0.659953,-1.51526
PDE6D,0.00120695,0.00367324,1.12794,1.12794
PDE7A,0.598677,0.672295,0.970971,-1.0299
PDE7B,0.000328103,0.00123718,0.633785,-1.57782
PDE8A,0.00234434,0.00641612,0.862663,-1.1592
PDE9A,0.00541497,0.0130442,0.671964,-1.48817
PDF,0.0882004,0.13774,0.83534,-1.19712
PDGFA,0.0633769,0.104566,1.48977,1.48977
PDGFB,0.171172,0.240865,0.8068,-1.23946
PDGFC,2.63E-05,0.00015357,2.00314,2.00314
PDGFD,1.46E-06,1.50E-05,0.516674,-1.93546
PDGFRB,0.00666277,0.0155598,0.537577,-1.8602
PDHA1,0.0868791,0.135961,0.920007,-1.08695
PDHB,0.00185816,0.00529104,0.875273,-1.1425
PDHX,0.0680967,0.11094,0.911219,-1.09743
PDIA3,0.436857,0.520247,1.05812,1.05812
PDIA3P1,0.0387148,0.0691373,1.22709,1.22709
PDIA4,0.00533817,0.0128765,0.688113,-1.45325
PDIA5,0.170839,0.24049,0.859277,-1.16377
PDIA6,0.302315,0.385101,0.918594,-1.08862
PDIK1L,0.104301,0.158564,0.835957,-1.19623
PDK1,0.000628864,0.00213493,1.26311,1.26311
PDK2,0.0163625,0.0336136,0.760318,-1.31524
PDK3,0.000149263,0.00064364,1.36934,1.36934
PDK4,0.0115125,0.0248993,0.618659,-1.6164
PDLIM1,0.344784,0.429419,1.17512,1.17512
PDLIM1P4,0.0203623,0.0403142,1.32245,1.32245
PDLIM2,0.938663,0.953186,0.993796,-1.00624
PDLIM5,1.84E-08,5.55E-07,1.3839,1.3839
PDLIM7,0.00106163,0.00330015,1.49733,1.49733
PDP1,0.000967469,0.00304498,0.810248,-1.23419
PDP2,0.0956817,0.147204,0.868952,-1.15081
PDPK1,0.414393,0.498534,1.06524,1.06524
PDPK2P,0.431717,0.515559,0.933764,-1.07093
PDPR,0.0701077,0.113521,0.80618,-1.24042
PDPR2P,0.00192153,0.00543809,0.798828,-1.25183
PDRG1,0.00278704,0.00744042,0.870852,-1.1483
PDS5A,0.0836003,0.131474,0.927272,-1.07843
PDS5B,0.00575532,0.0137489,1.13007,1.13007
PDSS1,0.000193627,0.000794064,1.70679,1.70679
PDSS2,0.017181,0.035,0.864238,-1.15709
PDXDC1,6.99E-06,5.24E-05,0.791829,-1.2629
PDXDC2P,0.121925,0.180572,0.832349,-1.20142
PDXDC2P-NPIPB14P,0.0160209,0.0330393,0.833014,-1.20046
PDXK,3.46E-05,0.000192241,1.28907,1.28907
PDXP,1.89E-05,0.000117505,0.585376,-1.7083
PDZD11,0.0369832,0.0664662,0.878325,-1.13853
PDZD2,0.234638,0.312344,1.18768,1.18768
PDZD4,3.81E-05,0.000207762,0.513337,-1.94804
PDZD8,2.26E-05,0.000135008,1.51396,1.51396
